UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
4964,Male,39,Jazz,12,Yes,NetEase Cloud,China,Family,High,Tablet,Night,40
4965,Male,22,Rock,12,Yes,Apple Music,France,Premium,High,Mobile,Night,49
4966,Male,44,Jazz,9,Yes,Amazon Music,UK,Family,Medium,Mobile,Night,25
4967,Female,42,Oldies,9,Yes,Amazon Music,Japan,Premium,Low,Mobile,Morning,5
4968,Male,20,Rock,11,Yes,Apple Music,Korea,Family,Medium,PC,Afternoon,55
4969,Male,29,Oldies,26,Yes,Spotify,Australia,Free,High,PC,Night,47
4970,Male,30,Pop,8,Yes,NetEase Cloud,Germany,Family,High,Tablet,Morning,5
4971,Male,30,Pop,6,Yes,NetEase Cloud,Germany,Free,High,Tablet,Evening,29
4972,Female,27,Pop,28,Yes,Apple Music,USA,Family,Medium,Mobile,Morning,56
4973,Female,21,Rock,23,Yes,Spotify,France,Student,High,PC,Evening,71
4974,Female,26,Jazz,6,Yes,Spotify,USA,Family,Low,PC,Morning,70
4975,Male,39,Traditional,20,Yes,Amazon Music,India,Premium,Low,Mobile,Morning,15
4976,Male,41,Oldies,16,No,Amazon Music,USA,Family,Low,Mobile,Morning,37
4977,Male,40,Jazz,19,Yes,YouTube Music,UK,Premium,Medium,Mobile,Evening,5
4978,Female,44,Chill,14,Yes,Amazon Music,Brazil,Family,Low,Mobile,Evening,19
4979,Male,19,J-Pop,27,Yes,Spotify,Brazil,Student,Medium,PC,Evening,71
4980,Female,36,Traditional,30,Yes,YouTube Music,Korea,Free,High,Mobile,Night,6
4981,Male,18,Pop,10,No,Spotify,France,Family,Medium,PC,Evening,73
4982,Male,42,Traditional,28,Yes,Amazon Music,Brazil,Premium,Low,Mobile,Morning,36
4983,Female,24,J-Pop,17,Yes,Apple Music,Brazil,Student,Medium,PC,Evening,36
4984,Male,34,Jazz,10,Yes,Amazon Music,UK,Premium,Medium,Mobile,Afternoon,30
4985,Female,20,J-Pop,27,No,Spotify,Australia,Student,Medium,Tablet,Night,34
4986,Male,37,Pop,6,Yes,NetEase Cloud,USA,Family,Medium,Tablet,Morning,20
4987,Female,37,Oldies,30,No,Amazon Music,USA,Free,High,Mobile,Afternoon,23
4988,Male,38,Jazz,18,Yes,NetEase Cloud,UK,Family,Medium,Mobile,Evening,10
4989,Male,20,EDM,22,Yes,Apple Music,Korea,Premium,Medium,Tablet,Morning,96
4990,Male,20,Rock,10,Yes,YouTube Music,Korea,Student,Medium,Mobile,Evening,68
4991,Male,34,Traditional,29,Yes,Amazon Music,Japan,Family,High,Mobile,Morning,14
4992,Male,24,Pop,23,Yes,Apple Music,India,Student,High,PC,Night,70
4993,Female,44,Traditional,30,Yes,NetEase Cloud,Brazil,Premium,High,Tablet,Morning,25
4994,Female,43,Traditional,18,Yes,NetEase Cloud,Korea,Family,Medium,Tablet,Evening,36
4995,Male,31,Traditional,17,Yes,Amazon Music,France,Premium,Medium,Mobile,Evening,9
4996,Female,34,Chill,12,Yes,Amazon Music,Brazil,Family,High,Mobile,Morning,17
4997,Female,35,Oldies,9,Yes,YouTube Music,Germany,Family,Medium,Mobile,Afternoon,18
4998,Female,30,J-Pop,17,Yes,Apple Music,USA,Family,Medium,Mobile,Night,30
4999,Female,37,EDM,10,Yes,Amazon Music,Brazil,Free,High,Mobile,Morning,14
5000,Male,37,Chill,26,Yes,Apple Music,Japan,Premium,High,Tablet,Night,7
5001,Female,38,Jazz,30,Yes,Amazon Music,Korea,Free,Low,Mobile,Evening,19
5002,Female,44,Traditional,23,No,NetEase Cloud,Korea,Free,High,Mobile,Night,29
5003,Male,35,Pop,15,Yes,Amazon Music,France,Free,High,Mobile,Night,31
5004,Male,21,K-Pop,20,No,YouTube Music,Brazil,Student,High,Mobile,Evening,77
5005,Male,18,K-Pop,9,No,Spotify,India,Family,High,PC,Night,97
5006,Male,35,Chill,16,No,NetEase Cloud,China,Premium,Medium,Tablet,Afternoon,38
5007,Male,18,EDM,21,Yes,Apple Music,China,Premium,High,Tablet,Afternoon,95
5008,Male,43,Jazz,6,No,YouTube Music,France,Free,Medium,Tablet,Morning,30
5009,Male,43,Oldies,14,No,Amazon Music,Korea,Free,Medium,Mobile,Morning,8
5010,Male,30,Pop,19,No,Apple Music,Australia,Free,High,Tablet,Afternoon,10
5011,Female,37,Traditional,23,Yes,Apple Music,Brazil,Free,High,Mobile,Morning,9
5012,Male,37,Oldies,24,No,Amazon Music,UK,Premium,Low,Mobile,Night,14
5013,Female,40,Traditional,29,No,NetEase Cloud,China,Free,Medium,Mobile,Evening,14
5014,Male,27,Rock,21,Yes,Spotify,USA,Family,High,Mobile,Morning,46
5015,Male,44,Chill,23,No,Apple Music,Australia,Free,Medium,Mobile,Morning,39
5016,Female,28,Pop,23,Yes,Spotify,Japan,Premium,Low,PC,Afternoon,76
5017,Male,26,Rock,17,No,Apple Music,USA,Family,High,Tablet,Evening,64
5018,Male,26,Pop,17,No,YouTube Music,India,Premium,Low,Tablet,Morning,42
5019,Female,22,EDM,20,Yes,Apple Music,France,Family,Medium,PC,Morning,86
5020,Female,43,Jazz,26,No,Apple Music,USA,Free,Low,Mobile,Evening,27
5021,Female,18,J-Pop,25,No,Spotify,France,Family,Low,Mobile,Evening,98
5022,Female,34,Traditional,7,Yes,Amazon Music,Australia,Premium,Medium,Mobile,Evening,36
5023,Female,39,Oldies,8,Yes,NetEase Cloud,China,Family,Medium,Tablet,Morning,14
5024,Female,19,J-Pop,11,No,Spotify,UK,Student,Medium,PC,Afternoon,97
5025,Male,41,Chill,7,Yes,Amazon Music,UK,Family,Medium,Mobile,Night,7
5026,Male,30,K-Pop,13,Yes,Apple Music,India,Family,Medium,Mobile,Morning,40
5027,Male,26,Rock,12,No,Spotify,Korea,Premium,Medium,Mobile,Morning,91
5028,Male,21,K-Pop,22,No,Apple Music,Korea,Family,Low,Mobile,Evening,96
5029,Male,22,J-Pop,25,Yes,Spotify,Germany,Family,Medium,PC,Evening,69
5030,Female,28,Chill,18,Yes,Spotify,USA,Free,Medium,PC,Night,83
5031,Female,41,Traditional,24,Yes,Amazon Music,Australia,Family,Medium,Mobile,Morning,38
5032,Male,36,Oldies,9,No,Apple Music,Germany,Free,Medium,Tablet,Evening,6
5033,Female,38,Chill,7,No,YouTube Music,France,Family,High,Mobile,Morning,33
5034,Male,20,Pop,14,Yes,YouTube Music,Korea,Premium,Low,Tablet,Evening,68
5035,Female,29,Jazz,15,Yes,Apple Music,Australia,Family,Low,Mobile,Night,70
5036,Male,43,Oldies,21,Yes,NetEase Cloud,India,Family,High,Mobile,Afternoon,12
5037,Male,36,Jazz,12,No,Amazon Music,UK,Free,Low,Mobile,Night,6
5038,Male,36,EDM,13,Yes,Amazon Music,Japan,Premium,Low,Mobile,Morning,12
5039,Female,30,Rock,12,No,Amazon Music,India,Free,Medium,Mobile,Morning,30
5040,Female,45,Traditional,24,Yes,QQ Music,China,Free,Low,Mobile,Evening,9
5041,Male,24,Pop,6,No,Apple Music,Brazil,Premium,High,Tablet,Morning,36
5042,Female,32,Chill,8,Yes,NetEase Cloud,China,Premium,Low,Mobile,Morning,20
5043,Male,40,Chill,20,No,YouTube Music,Australia,Family,High,Mobile,Morning,18
5044,Male,24,K-Pop,13,No,YouTube Music,Brazil,Free,High,Mobile,Evening,40
5045,Female,43,Traditional,30,No,YouTube Music,UK,Free,Low,Tablet,Night,18
5046,Male,25,Chill,13,No,Spotify,France,Premium,Medium,Tablet,Evening,96
5047,Male,22,J-Pop,25,Yes,YouTube Music,Brazil,Family,High,PC,Morning,87
5048,Male,38,Rock,9,Yes,QQ Music,China,Premium,Low,Mobile,Afternoon,32
5049,Female,31,Chill,30,Yes,QQ Music,China,Family,Low,Mobile,Afternoon,39
5050,Male,21,K-Pop,7,Yes,Apple Music,France,Student,Medium,Mobile,Night,62
5051,Male,40,Oldies,18,Yes,QQ Music,China,Family,Medium,Mobile,Night,33
5052,Male,27,EDM,19,No,Spotify,Korea,Family,Low,PC,Night,64
5053,Male,37,K-Pop,10,No,Amazon Music,Germany,Free,Medium,Mobile,Night,11
5054,Female,32,Oldies,20,Yes,Apple Music,USA,Premium,High,Tablet,Night,36
5055,Male,35,EDM,27,No,YouTube Music,Australia,Family,Low,Mobile,Morning,7
5056,Male,37,Oldies,14,Yes,YouTube Music,UK,Premium,Medium,Mobile,Afternoon,37
5057,Female,30,Pop,18,No,YouTube Music,Australia,Family,Low,Tablet,Morning,18
5058,Female,25,Jazz,16,Yes,YouTube Music,Australia,Free,Medium,Mobile,Night,69
5059,Female,26,Rock,13,Yes,Spotify,Australia,Premium,High,Tablet,Evening,71
5060,Female,33,Jazz,27,Yes,YouTube Music,Germany,Free,Low,Mobile,Afternoon,10
5061,Female,36,Oldies,23,No,Apple Music,UK,Family,Medium,Mobile,Afternoon,11
5062,Female,33,Jazz,16,No,YouTube Music,Australia,Free,High,Tablet,Morning,22
5063,Male,24,EDM,17,Yes,Apple Music,Brazil,Free,High,Tablet,Morning,64
5064,Male,31,Oldies,27,Yes,NetEase Cloud,Korea,Premium,Medium,Mobile,Evening,6
5065,Female,45,Oldies,17,No,YouTube Music,Brazil,Family,Low,Mobile,Afternoon,13
5066,Male,31,Jazz,21,Yes,NetEase Cloud,Japan,Family,Medium,Mobile,Afternoon,32
5067,Female,42,Oldies,6,Yes,YouTube Music,France,Free,Medium,Mobile,Afternoon,30
5068,Male,44,Oldies,24,Yes,NetEase Cloud,UK,Premium,High,Mobile,Night,28
5069,Female,21,J-Pop,27,No,Spotify,UK,Premium,Medium,PC,Afternoon,65
5070,Female,43,Oldies,13,Yes,YouTube Music,Germany,Premium,Medium,Mobile,Morning,28
5071,Male,32,Chill,25,Yes,NetEase Cloud,UK,Free,Low,Mobile,Evening,5
5072,Female,20,Pop,12,Yes,QQ Music,China,Family,Medium,Tablet,Night,65
5073,Male,22,Pop,11,No,Apple Music,India,Family,Low,Mobile,Night,75
5074,Female,18,Rock,9,Yes,Spotify,Korea,Premium,Medium,Tablet,Afternoon,55
5075,Female,20,Pop,23,No,Apple Music,UK,Premium,High,PC,Evening,32
5076,Male,32,Oldies,7,Yes,Apple Music,China,Premium,Medium,Mobile,Morning,19
5077,Female,41,Traditional,17,Yes,YouTube Music,Japan,Free,Low,Mobile,Morning,32
5078,Male,44,Jazz,10,No,YouTube Music,Japan,Premium,Low,Mobile,Morning,12
5079,Male,25,Traditional,30,Yes,Apple Music,Brazil,Family,Medium,Tablet,Evening,34
5080,Male,21,J-Pop,15,No,YouTube Music,Brazil,Student,Medium,PC,Evening,95
5081,Male,19,Oldies,8,No,Spotify,India,Premium,Medium,PC,Afternoon,73
5082,Male,41,Oldies,7,No,NetEase Cloud,Australia,Free,Low,Mobile,Evening,9
5083,Female,41,Oldies,8,Yes,YouTube Music,France,Family,Low,Mobile,Evening,30
5084,Female,27,Rock,7,No,YouTube Music,Germany,Family,High,PC,Afternoon,38
5085,Male,21,Pop,17,No,Spotify,Brazil,Premium,Medium,Mobile,Night,71
5086,Female,20,Rock,19,No,Spotify,Japan,Free,Low,Tablet,Morning,74
5087,Male,19,EDM,16,No,Spotify,Australia,Family,Low,Mobile,Night,66
5088,Female,42,Chill,19,Yes,YouTube Music,Australia,Free,Low,Mobile,Morning,32
5089,Male,34,Oldies,30,No,Amazon Music,Australia,Free,Low,Mobile,Night,28
5090,Female,40,Chill,15,Yes,Apple Music,Brazil,Family,High,Mobile,Evening,34
5091,Male,38,Traditional,15,Yes,Amazon Music,Japan,Family,Low,Mobile,Night,30
5092,Female,41,Jazz,17,No,YouTube Music,USA,Free,Low,Tablet,Night,38
5093,Male,37,EDM,16,No,Apple Music,India,Premium,Medium,Mobile,Afternoon,19
5094,Male,40,Chill,10,No,NetEase Cloud,China,Family,High,Tablet,Evening,12
5095,Female,30,J-Pop,27,No,YouTube Music,Australia,Premium,High,Tablet,Evening,29
5096,Male,22,Pop,24,Yes,Apple Music,Australia,Student,High,Mobile,Morning,51
5097,Male,38,Traditional,23,Yes,YouTube Music,USA,Family,Medium,Mobile,Afternoon,7
5098,Female,26,Rock,23,Yes,Apple Music,France,Premium,High,Tablet,Evening,62
5099,Female,42,Chill,7,Yes,QQ Music,China,Family,Low,Mobile,Night,8
5100,Male,42,Traditional,20,Yes,Apple Music,UK,Premium,High,Mobile,Night,39
5101,Male,45,J-Pop,13,No,YouTube Music,India,Free,Low,Mobile,Night,32
5102,Male,39,Traditional,18,Yes,NetEase Cloud,India,Family,High,Mobile,Evening,22
5103,Male,23,Traditional,7,Yes,Spotify,Korea,Premium,High,Tablet,Evening,39
5104,Female,22,Rock,7,Yes,Apple Music,Australia,Free,Low,Mobile,Morning,42
5105,Male,42,Chill,28,No,Apple Music,USA,Premium,Medium,Mobile,Morning,19
5106,Male,27,J-Pop,24,Yes,Apple Music,India,Family,Medium,Mobile,Evening,80
5107,Female,25,Jazz,11,Yes,YouTube Music,Korea,Free,Medium,Mobile,Night,68
5108,Female,24,K-Pop,23,Yes,Apple Music,Japan,Free,Low,Tablet,Afternoon,34
5109,Male,24,K-Pop,28,Yes,Spotify,Japan,Family,Low,Mobile,Morning,83
5110,Female,23,EDM,7,No,Apple Music,France,Premium,High,PC,Evening,54
5111,Female,38,Jazz,25,Yes,NetEase Cloud,USA,Family,High,Tablet,Night,30
5112,Female,37,Traditional,5,Yes,Amazon Music,UK,Premium,Low,Mobile,Morning,28
5113,Male,20,EDM,16,No,YouTube Music,USA,Family,High,PC,Morning,37
5114,Male,36,Chill,25,Yes,YouTube Music,France,Family,High,Mobile,Evening,30
5115,Male,39,Traditional,10,Yes,NetEase Cloud,France,Family,Medium,Tablet,Night,19
5116,Female,32,Oldies,11,No,NetEase Cloud,Japan,Premium,Low,Mobile,Morning,23
5117,Male,21,Pop,6,No,YouTube Music,Japan,Premium,Medium,Mobile,Morning,60
5118,Male,45,Chill,22,Yes,Amazon Music,Brazil,Premium,High,Mobile,Evening,8
5119,Male,29,K-Pop,29,No,YouTube Music,France,Free,High,Mobile,Morning,39
5120,Female,23,Rock,19,Yes,YouTube Music,Korea,Free,Medium,Tablet,Evening,91
5121,Male,36,Traditional,19,No,YouTube Music,USA,Premium,Low,Mobile,Evening,28
5122,Male,21,Rock,14,No,YouTube Music,Japan,Premium,High,Tablet,Evening,41
5123,Male,32,Oldies,21,Yes,YouTube Music,Japan,Free,Low,Mobile,Morning,24
5124,Male,26,K-Pop,22,Yes,Apple Music,UK,Family,Medium,Mobile,Afternoon,31
5125,Female,22,Rock,22,Yes,YouTube Music,France,Family,High,PC,Night,87
5126,Male,30,Oldies,19,No,Apple Music,Korea,Premium,Medium,Tablet,Night,31
5127,Male,40,Traditional,30,No,QQ Music,China,Family,Low,Tablet,Night,18
5128,Female,43,Oldies,27,No,NetEase Cloud,Japan,Premium,High,Mobile,Afternoon,10
5129,Female,35,Jazz,10,Yes,Amazon Music,Japan,Free,Low,Mobile,Morning,5
5130,Female,22,Rock,13,No,NetEase Cloud,China,Premium,Low,PC,Morning,64
5131,Female,42,Chill,15,Yes,YouTube Music,Brazil,Free,High,Tablet,Night,13
5132,Female,33,Jazz,19,Yes,YouTube Music,Korea,Family,Medium,Mobile,Evening,8
5133,Male,44,Oldies,27,No,Apple Music,UK,Premium,High,Mobile,Night,8
5134,Female,36,Traditional,7,Yes,YouTube Music,Japan,Premium,Low,Tablet,Afternoon,5
5135,Female,31,Chill,23,Yes,YouTube Music,Korea,Premium,Low,Mobile,Afternoon,18
5136,Female,42,Traditional,5,No,NetEase Cloud,China,Free,Low,Tablet,Morning,37
5137,Male,33,Oldies,28,Yes,YouTube Music,Korea,Family,High,Mobile,Evening,13
5138,Male,44,Oldies,21,No,Apple Music,USA,Premium,Low,Tablet,Morning,12
5139,Male,32,Traditional,15,Yes,NetEase Cloud,Australia,Family,High,Mobile,Morning,19
5140,Female,39,Oldies,22,Yes,Apple Music,Germany,Free,High,Mobile,Afternoon,22
5141,Male,21,Chill,15,Yes,Spotify,USA,Family,Low,Tablet,Morning,53
5142,Female,24,Pop,11,Yes,Apple Music,India,Premium,Low,PC,Afternoon,98
5143,Female,33,J-Pop,5,No,Apple Music,USA,Premium,Low,Mobile,Morning,9
5144,Male,41,Traditional,16,Yes,Amazon Music,Korea,Free,Medium,Tablet,Afternoon,20
5145,Male,39,Oldies,8,Yes,NetEase Cloud,Korea,Family,Medium,Tablet,Afternoon,6
5146,Male,38,Traditional,29,Yes,Apple Music,China,Premium,Medium,Mobile,Night,26
5147,Female,39,Traditional,12,No,Amazon Music,France,Free,Low,Mobile,Afternoon,33
5148,Male,38,Pop,19,Yes,QQ Music,China,Family,Low,Mobile,Afternoon,17
5149,Male,25,K-Pop,15,No,Spotify,Brazil,Premium,Medium,Tablet,Evening,40
5150,Male,34,Jazz,12,No,Apple Music,Japan,Free,High,Mobile,Afternoon,32
5151,Male,33,Oldies,16,Yes,Amazon Music,Brazil,Free,Medium,Mobile,Evening,19
5152,Male,44,Traditional,7,No,Apple Music,Brazil,Free,Medium,Mobile,Evening,6
5153,Female,40,Chill,25,No,Amazon Music,Australia,Free,High,Mobile,Morning,33
5154,Female,27,EDM,8,Yes,Apple Music,Australia,Free,Medium,Tablet,Afternoon,44
5155,Male,27,Jazz,16,No,YouTube Music,UK,Family,Medium,Tablet,Morning,33
5156,Female,44,Jazz,12,No,Apple Music,Japan,Premium,Medium,Mobile,Morning,34
5157,Female,19,Jazz,27,No,YouTube Music,India,Family,High,PC,Afternoon,62
5158,Female,26,EDM,27,Yes,NetEase Cloud,China,Free,High,Tablet,Afternoon,44
5159,Male,34,Traditional,14,No,Apple Music,China,Premium,Medium,Mobile,Night,20
5160,Female,28,Pop,30,Yes,Apple Music,USA,Free,Low,Tablet,Morning,84
5161,Male,27,Rock,27,Yes,YouTube Music,Australia,Free,Medium,Mobile,Morning,87
5162,Female,39,Oldies,5,No,NetEase Cloud,Germany,Premium,High,Mobile,Night,28
5163,Male,42,EDM,17,No,YouTube Music,USA,Family,High,Mobile,Afternoon,40
5164,Female,34,Traditional,11,Yes,Apple Music,Korea,Premium,High,Mobile,Night,27
5165,Female,21,Rock,24,Yes,Apple Music,Germany,Student,Low,Mobile,Evening,83
5166,Male,33,Oldies,7,No,Apple Music,USA,Family,Low,Mobile,Evening,27
5167,Male,37,Chill,20,No,YouTube Music,Korea,Free,Low,Mobile,Morning,32
5168,Female,32,Jazz,16,Yes,Apple Music,France,Free,Medium,Mobile,Night,21
5169,Male,42,J-Pop,9,Yes,NetEase Cloud,China,Family,High,Tablet,Evening,29
5170,Male,44,Oldies,22,No,YouTube Music,India,Free,Medium,Tablet,Morning,21
5171,Male,38,Oldies,12,Yes,YouTube Music,Australia,Family,Medium,Tablet,Afternoon,29
5172,Male,22,Pop,16,Yes,Apple Music,Australia,Family,Low,Mobile,Morning,41
5173,Female,23,Oldies,29,No,Spotify,France,Premium,Medium,Mobile,Evening,97
5174,Male,34,Jazz,25,Yes,NetEase Cloud,India,Free,Low,Mobile,Evening,36
5175,Female,18,J-Pop,7,Yes,Spotify,France,Premium,Low,Tablet,Evening,79
5176,Female,42,Oldies,20,No,NetEase Cloud,China,Premium,High,Mobile,Afternoon,34
5177,Male,36,J-Pop,14,Yes,Apple Music,France,Free,High,Mobile,Night,28
5178,Male,21,Oldies,27,Yes,Spotify,India,Premium,Medium,Mobile,Afternoon,76
5179,Male,34,Jazz,21,Yes,YouTube Music,Brazil,Free,Medium,Tablet,Afternoon,21
5180,Male,26,Rock,14,Yes,Spotify,Korea,Free,High,PC,Evening,62
5181,Female,41,Chill,7,Yes,YouTube Music,UK,Premium,Medium,Mobile,Afternoon,10
5182,Female,19,K-Pop,29,Yes,Apple Music,Japan,Free,High,PC,Afternoon,97
5183,Male,25,K-Pop,6,No,Apple Music,Australia,Free,High,PC,Afternoon,84
5184,Female,32,Oldies,18,No,Amazon Music,Australia,Free,Low,Mobile,Night,34
5185,Male,24,Rock,13,Yes,YouTube Music,USA,Student,High,Mobile,Morning,38
5186,Female,44,Chill,21,Yes,YouTube Music,Japan,Free,High,Mobile,Evening,28
5187,Female,23,Jazz,8,Yes,YouTube Music,France,Premium,Low,PC,Evening,67
5188,Female,18,Rock,30,No,YouTube Music,Brazil,Family,Low,Tablet,Evening,92
5189,Male,32,Traditional,26,Yes,NetEase Cloud,USA,Premium,Low,Mobile,Afternoon,24
5190,Male,40,EDM,19,No,Amazon Music,India,Family,Low,Tablet,Night,6
5191,Female,43,Traditional,17,Yes,Amazon Music,Korea,Family,High,Mobile,Afternoon,31
5192,Male,24,J-Pop,27,No,Spotify,USA,Family,High,PC,Afternoon,64
5193,Male,42,Oldies,23,Yes,YouTube Music,France,Free,High,Tablet,Morning,33
5194,Female,34,K-Pop,13,No,Amazon Music,USA,Family,High,Tablet,Morning,14
5195,Male,19,Rock,8,No,YouTube Music,France,Student,High,Mobile,Night,38
5196,Male,44,Jazz,25,Yes,Amazon Music,Brazil,Free,High,Mobile,Morning,31
5197,Female,26,Rock,12,No,Apple Music,India,Free,Low,PC,Night,31
5198,Female,26,Pop,19,No,Apple Music,China,Free,High,Mobile,Afternoon,96
5199,Female,30,K-Pop,18,No,Apple Music,USA,Premium,Low,Mobile,Afternoon,39
5200,Female,23,K-Pop,7,No,Apple Music,USA,Family,Low,PC,Evening,54
5201,Male,23,EDM,28,Yes,YouTube Music,France,Premium,High,Tablet,Morning,35
5202,Male,37,Oldies,21,Yes,Amazon Music,Germany,Free,Low,Mobile,Afternoon,6
5203,Female,37,Chill,12,Yes,Amazon Music,India,Premium,High,Mobile,Morning,33
5204,Female,38,Chill,18,No,NetEase Cloud,Japan,Free,Medium,Tablet,Night,19
5205,Male,20,J-Pop,17,Yes,Apple Music,Brazil,Premium,Low,Tablet,Morning,42
5206,Male,34,Chill,19,No,Amazon Music,UK,Free,Medium,Mobile,Afternoon,18
5207,Male,34,Traditional,15,Yes,Amazon Music,UK,Free,Low,Mobile,Night,30
5208,Female,29,Pop,19,Yes,Apple Music,Australia,Premium,High,Tablet,Morning,95
5209,Female,33,Rock,16,Yes,Amazon Music,UK,Free,High,Mobile,Morning,34
5210,Female,32,Oldies,30,Yes,Amazon Music,Brazil,Family,High,Tablet,Afternoon,19
5211,Female,30,Pop,28,Yes,NetEase Cloud,France,Premium,High,Mobile,Afternoon,9
5212,Male,40,Traditional,26,Yes,NetEase Cloud,France,Premium,Low,Tablet,Night,5
5213,Female,18,Jazz,25,Yes,Apple Music,Korea,Free,High,PC,Morning,66
5214,Female,34,Pop,13,No,Apple Music,Germany,Premium,Medium,Mobile,Evening,11
5215,Male,20,Rock,26,Yes,NetEase Cloud,China,Family,Low,Tablet,Night,45
5216,Female,43,Oldies,19,Yes,NetEase Cloud,Germany,Premium,Medium,Mobile,Evening,29
5217,Male,32,Chill,5,No,YouTube Music,UK,Family,High,Mobile,Evening,14
5218,Female,21,Pop,16,Yes,Apple Music,China,Premium,High,Tablet,Night,88
5219,Male,21,EDM,10,Yes,QQ Music,China,Family,High,PC,Night,49
5220,Male,35,Chill,5,Yes,Apple Music,Japan,Premium,Low,Mobile,Night,8
5221,Male,34,Jazz,26,Yes,Apple Music,Korea,Family,Medium,Mobile,Night,21
5222,Female,36,Rock,23,Yes,QQ Music,China,Free,High,Mobile,Afternoon,13
5223,Female,28,Jazz,26,Yes,Spotify,Australia,Premium,High,Mobile,Evening,32
5224,Female,37,Jazz,17,Yes,YouTube Music,France,Premium,High,Mobile,Afternoon,6
5225,Female,20,Jazz,10,Yes,Apple Music,USA,Family,Low,Tablet,Morning,31
5226,Female,25,J-Pop,21,Yes,Spotify,Korea,Premium,Low,PC,Afternoon,93
5227,Female,31,Chill,17,Yes,YouTube Music,India,Family,High,Mobile,Night,34
5228,Male,43,Traditional,13,Yes,Amazon Music,Brazil,Free,Medium,Mobile,Evening,9
5229,Female,18,Chill,12,Yes,Apple Music,USA,Student,High,Tablet,Evening,87
5230,Female,31,Jazz,19,No,YouTube Music,India,Family,Low,Mobile,Evening,29
5231,Male,19,Pop,22,No,Apple Music,China,Premium,High,Mobile,Evening,46
5232,Male,40,Traditional,6,No,NetEase Cloud,Germany,Free,Medium,Mobile,Night,30
5233,Female,21,J-Pop,25,No,Apple Music,Japan,Student,Low,Tablet,Evening,57
5234,Male,41,Jazz,30,No,Apple Music,China,Family,Medium,Tablet,Morning,20
5235,Female,44,Traditional,6,Yes,YouTube Music,Brazil,Family,Medium,Mobile,Morning,27
5236,Male,36,EDM,15,Yes,NetEase Cloud,Germany,Free,High,Mobile,Morning,27
5237,Female,23,Rock,5,Yes,Spotify,Korea,Student,Low,Tablet,Morning,47
5238,Male,42,Rock,22,Yes,NetEase Cloud,Japan,Premium,Low,Mobile,Afternoon,11
5239,Male,18,K-Pop,25,Yes,Spotify,Australia,Premium,Low,Mobile,Evening,79
5240,Female,34,Oldies,30,No,NetEase Cloud,USA,Premium,Medium,Mobile,Evening,11
5241,Female,25,Pop,11,No,Apple Music,UK,Free,Low,Mobile,Morning,47
5242,Male,36,Jazz,25,Yes,Apple Music,Brazil,Family,Medium,Mobile,Morning,38
5243,Male,38,Chill,21,Yes,Apple Music,Brazil,Free,Low,Mobile,Night,15
5244,Male,18,EDM,20,Yes,Spotify,Japan,Family,High,Mobile,Night,39
5245,Male,22,Rock,11,No,YouTube Music,India,Free,Medium,Mobile,Night,93
5246,Female,44,Traditional,26,No,YouTube Music,Australia,Family,High,Tablet,Morning,12
5247,Male,33,Jazz,11,Yes,Amazon Music,UK,Family,High,Mobile,Night,7
5248,Male,23,Traditional,6,No,Spotify,France,Free,High,PC,Afternoon,99
5249,Female,25,Rock,9,No,Spotify,India,Free,High,Mobile,Afternoon,80
5250,Female,30,Jazz,18,Yes,Apple Music,France,Free,Medium,Tablet,Morning,28
5251,Female,33,Jazz,12,Yes,YouTube Music,Australia,Family,Low,Mobile,Evening,27
5252,Female,20,Rock,16,No,Spotify,Japan,Student,Medium,Tablet,Afternoon,37
5253,Female,36,Traditional,11,No,NetEase Cloud,USA,Free,High,Mobile,Night,22
5254,Female,29,Chill,10,Yes,Spotify,France,Family,High,Tablet,Morning,65
5255,Male,33,Jazz,17,Yes,YouTube Music,Australia,Family,Low,Mobile,Morning,21
5256,Male,44,Oldies,26,Yes,Amazon Music,Brazil,Free,High,Tablet,Morning,17
5257,Male,28,EDM,16,No,Spotify,Korea,Premium,Medium,Mobile,Evening,45
5258,Female,27,Chill,21,Yes,NetEase Cloud,China,Premium,Medium,Mobile,Night,91
